HEX_ID,WK_MORNING,WK_AFTERNOON,WKND_HOL
H1295,35456,21201,0
H1296,4006,4761,0
H1297,1662,1806,0
H1298,13049,21686,0
H1299,0,0,0
H1300,810,815,0
H1301,263,2977,0
H1302,409,7796,0
H1303,0,0,0
H1304,0,0,0
H1305,0,0,0
H1306,0,0,0
H1307,351,363,0
H1308,1,23,0
H1309,0,0,0
H1310,33309,39800,0
H1311,20974,54967,0
H1312,25566,31024,0
H1313,316,683,0
H1314,27537,19606,0
H1315,9963,17009,0
H1316,10568,40581,0
H1317,4186,4982,0
H1318,0,0,0
H1319,0,0,0
H1320,104,2738,0
H1321,0,0,0
H1322,0,0,0
H1323,0,0,0
H1324,0,0,0
H1325,4086,3516,0
H1326,39517,55063,0
H1327,87583,62874,0
H1328,33354,34975,0
H1329,9228,6884,0
H1330,14758,6882,0
H1331,42548,60388,0
H1332,1008,6849,0
H1333,27151,13580,0
H1334,719,6322,0
H1335,0,0,0
H1336,0,0,0
H1337,0,0,0
H1338,9,39,0
H1339,2118,1419,0
H1340,0,0,0
H1341,8901,5357,0
H1342,60745,77973,0
H1343,48713,41891,0
H1344,124488,261897,0
H1345,32827,15120,0
H1346,28488,35174,0
H1347,43951,19250,0
H1348,45494,41921,0
H1349,333,2168,0
H1350,0,0,0
H1351,0,0,0
H1352,0,0,0
H1353,0,0,0
H1354,0,0,0
H1355,1340,3872,0
H1356,79228,48672,0
H1357,3517,22185,0
H1358,35820,21565,0
H1359,28527,40701,0
H1360,21289,17233,0
H1361,98463,56056,0
H1362,22937,23588,0
H1363,66168,30477,0
H1364,172,1052,0
H1365,0,0,0
H1366,0,0,0
H1367,0,0,0
H1368,0,0,0
H1369,0,0,0
H1370,6818,10231,0
H1371,49619,41608,0
H1372,24920,48348,0
H1373,12518,19448,0
H1374,40395,28579,0
H1375,0,0,0
H1376,110541,72844,0
H1377,980,447,0
H1378,1098,527,0
H1379,0,0,0
H1380,0,0,0
H1381,0,0,0
H1382,0,0,0
H1383,2031,7290,0
H1384,51337,29463,0
H1385,24582,23950,0
H1386,6588,10651,0
H1387,19328,12178,0
H1388,6241,5739,0
H1389,65619,25941,0
H1390,64377,27217,0
H1391,32660,10992,0
H1392,0,0,0
H1393,0,0,0
H1394,0,0,0
H1395,0,0,0
H1396,33654,25339,0
H1397,40493,43460,0
H1398,43678,31472,0
H1399,11756,28003,0
H1400,56843,27237,0
H1401,21021,46065,0
H1402,98270,64560,0
H1403,14386,4832,0
H1404,0,0,0
H1405,0,0,0
H1406,0,0,0
H1407,0,0,0
H1408,6142,4532,0
H1409,54383,30652,0
H1410,35872,34580,0
H1411,38851,77418,0
H1412,5931,10875,0
H1413,35333,44611,0
H1414,118401,136938,0
H1415,24841,15379,0
H1416,79739,42911,0
H1417,11201,2700,0
H1418,0,0,0
H1419,0,0,0
H1420,0,0,0
H1421,7285,8083,0
H1422,55293,114519,0
H1423,16129,41569,0
H1424,947,9396,0
H1425,38553,36120,0
H1426,100882,60456,0
H1427,77791,46199,0
H1428,54767,23884,0
H1429,47269,18483,0
H1430,0,0,0
H1431,0,0,0
H1432,5163,4540,0
H1433,22830,19360,0
H1434,481,9557,0
H1435,8571,63089,0
H1436,53,3888,0
H1437,27911,19351,0
H1438,66014,56765,0
H1439,55667,72804,0
H1440,93573,213830,0
H1441,73232,25827,0
H1442,0,0,0
H1443,0,0,0
H1444,13685,19996,0
H1445,48639,53073,0
H1446,29090,43383,0
H1447,5415,3721,0
H1448,709,13966,0
H1449,10574,4504,0
H1450,68609,30469,0
H1451,86708,39962,0
H1452,22981,10863,0
H1453,21483,9456,0
H1454,0,0,0
H1455,13223,9788,0
H1456,16210,11485,0
H1457,24234,18128,0
H1458,23444,55951,0
H1459,958,9010,0
H1460,0,0,0
H1461,11977,2758,0
H1462,34030,13954,0
H1463,149328,137357,0
H1464,80469,156619,0
H1465,14924,8781,0
H1466,37413,90286,0
H1467,81889,88042,0
H1468,88104,56961,0
H1469,0,0,0
H1470,0,0,0
H1471,799,4724,0
H1472,31548,10396,0
H1473,51592,20463,0
H1474,172989,67880,0
H1475,809,4777,0
H1476,0,0,0
H1477,0,0,0
H1478,27347,19187,0
H1479,3634,1748,0
H1480,44782,41327,0
H1481,0,0,0
H1482,0,0,0
H1483,2145,10367,0
H1484,0,0,0
H1485,30360,19130,0
H1486,15222,7120,0
H1487,377,295,0
H1488,47181,34321,0
H1489,10201,8391,0
H1490,45470,16243,0
H1491,367,3149,0
H1492,0,0,0
H1493,0,0,0
H1494,32,84,0
H1495,20705,5193,0
H1496,32506,16929,0
H1497,485,4414,0
H1498,0,0,0
H1499,0,0,0
H1500,11541,8846,0
H1501,40028,46023,0
H1502,57103,60266,0
H1503,0,0,0
H1504,0,0,0
H1505,0,0,0
H1506,11,37,0
H1507,26796,12769,0
H1508,20220,5448,0
H1509,0,0,0
H1510,13816,13801,0
H1511,5335,4370,0
H1512,13021,11969,0
H1513,7581,3619,0
H1514,0,0,0
H1515,0,0,0
H1516,1522,7433,0
H1517,0,0,0
H1518,15584,6388,0
H1519,0,0,0
H1520,0,0,0
H1521,16138,16728,0
H1522,49692,57495,0
H1523,23856,17274,0
H1524,0,0,0
H1525,0,0,0
H1526,31,255,0
H1527,0,0,0
H1528,0,0,0
H1529,0,0,0
H1530,9737,4786,0
H1531,3305,1605,0
H1532,86511,29273,0
H1533,13686,7265,0
H1534,5454,5800,0
H1535,2526,2315,0
H1536,84,1542,0
H1537,0,0,0
H1538,0,0,0
H1539,0,0,0
H1540,0,0,0
H1541,15447,21939,0
H1542,132843,271965,0
H1543,36614,15078,0
H1544,53488,42992,0
H1545,14974,8673,0
H1546,9050,11515,0
H1547,0,0,0
H1548,0,0,0
H1549,0,0,0
H1550,0,0,0
H1551,0,0,0
H1552,0,0,0
H1553,11813,23018,0
H1554,61442,29465,0
H1555,22195,15096,0
H1556,84297,47823,0
H1557,27469,25533,0
H1558,45383,64502,0
H1559,0,0,0
H1560,0,0,0
H1561,0,0,0
H1562,13319,8240,0
H1563,59236,24294,0
H1564,74272,66016,0
H1565,31765,43859,0
H1566,99826,39247,0
H1567,0,0,0
H1568,50131,33319,0
H1569,0,0,0
H1570,0,0,0
H1571,0,0,0
H1572,0,0,0
H1573,25859,17903,0
H1574,55818,22773,0
H1575,15113,9007,0
H1576,51878,76175,0
H1577,38206,18859,0
H1578,63086,33262,0
H1579,0,0,0
H1580,0,0,0
H1581,0,0,0
H1582,0,0,0
H1583,0,0,0
H1584,60274,32629,0
H1585,7878,12808,0
H1586,89276,81267,0
H1587,76379,72451,0
H1588,7764,4107,0
H1589,21883,13844,0
H1590,0,0,0
H1591,0,0,0
H1592,0,0,0
H1593,36946,24486,0
H1594,66408,67041,0
H1595,14255,39681,0
H1596,154988,348341,0
H1597,19199,6707,0
H1598,42981,16170,0
H1599,0,0,0
H1600,0,0,0
H1601,0,0,0
H1602,94,330,0
H1603,1832,1184,0
H1604,13638,29530,0
H1605,40515,17687,0
H1606,50688,21491,0
H1607,53913,88869,0
H1608,807,1013,0
H1609,0,0,0
H1610,0,0,0
H1611,2137,3933,0
H1612,5448,12721,0
H1613,31947,48698,0
H1614,80045,51158,0
H1615,34427,17651,0
H1616,64595,140044,0
H1617,0,0,0
H1618,0,0,0
H1619,0,0,0
H1620,7046,6373,0
H1621,2683,25667,0
H1622,46481,21023,0
H1623,136561,118511,0
H1624,70266,34835,0
H1625,0,0,0
H1626,0,0,0
H1627,0,0,0
H1628,0,0,0
H1629,2688,4778,0
H1630,26198,23202,0
H1631,31285,20674,0
H1632,43146,17598,0
H1633,50283,20014,0
H1634,0,0,0
H1635,0,0,0
H1636,0,0,0
H1637,0,0,0
H1638,15134,23704,0
H1639,10328,9068,0
H1640,39513,18218,0
H1641,40833,29928,0
H1642,2594,850,0
H1643,0,0,0
H1644,0,0,0
H1645,0,0,0
H1646,372,6338,0
H1647,186,1013,0
H1648,6596,24442,0
H1649,26430,18473,0
H1650,0,0,0
H1651,0,0,0
H1652,0,0,0
H1653,0,0,0
H1654,921,20005,0
H1655,2722,12288,0
H1656,14487,14013,0
H1657,15413,16095,0
H1658,75,3071,0
H1659,0,0,0
H1660,0,0,0
H1661,0,0,0
H1662,0,0,0
H1663,0,0,0
H1664,421,4349,0
H1665,1779,1744,0
H1666,2399,21862,0
H1667,603,3790,0
H1668,0,0,0
H1669,0,0,0
H1670,0,0,0
H1671,0,0,0
H1672,0,0,0
H1673,0,0,0
H1674,2903,3003,0
H1675,2674,5309,0
H1676,493,5686,0
H1677,0,0,0
H1678,0,0,0
H1679,0,0,0
H1680,0,0,0
H1681,0,0,0
H1682,12277,19241,0
H1683,0,0,0
H1684,0,0,0
H1685,3313,8497,0
H1686,1864,6675,0
H1687,0,0,0
H1688,0,0,0
H1689,0,0,0
H1690,0,0,0
H1691,2726,5263,0
H1692,0,0,0
H1693,188,2063,0
H1694,0,0,0
H1695,230,868,0
H1696,0,0,0
H1697,0,0,0
H1698,2646,3766,0
H1699,0,0,0
H1700,0,0,0
H1701,0,0,0
H1702,0,0,0
H1703,0,0,0
H1704,10501,16523,0
H1705,0,0,0
H1706,0,0,0
H1707,0,0,0
H1708,0,0,0
H1709,0,0,0
H1710,0,0,0
H1711,24880,75987,0
H1712,0,0,0
H1713,0,0,0
H1714,17,99,0
H1715,0,0,0
H1716,0,0,0
H1717,0,0,0
H1718,0,0,0
H1719,0,0,0
H1720,0,0,0
H1721,0,0,0
H1722,3177,39987,0
H1723,79,1173,0
H1724,0,0,0
H1725,0,0,0
H1726,2654,2351,0
H1727,0,0,0
H1728,0,0,0
H1729,0,0,0
H1730,0,0,0
H1731,1420,5179,0
H1732,1244,6612,0
H1733,0,0,0
H1734,0,0,0
H1735,0,0,0
H1736,0,0,0
H1737,0,0,0
H1738,0,0,0
H1739,0,0,0
H1740,0,0,0
H1741,591,4508,0
H1742,9181,15528,0
H1743,0,0,0
H1744,0,0,0
H1745,0,0,0
H1746,0,0,0
H1747,0,0,0
H1748,0,0,0
H1749,0,0,0
H1750,297,1079,0
H1751,272,1666,0
H1752,0,0,0
H1753,0,0,0
H1754,0,0,0
H1755,0,0,0
H1756,0,0,0
H1757,0,0,0
H1758,0,0,0
H1759,0,0,0
H1760,0,0,0
H1761,0,0,0
H1762,0,0,0
H1763,0,0,0
H1764,0,0,0
H1765,0,0,0
H1766,0,0,0
H1767,0,0,0
H1768,0,0,0
H1769,0,0,0
H1770,0,0,0
H1771,0,0,0
H1772,0,0,0
H1773,0,0,0
H1774,0,0,0
H1775,0,0,0
H1776,0,0,0
H1777,0,0,0
H1778,0,0,0
H1779,0,0,0
H1780,0,0,0
H1781,0,0,0
H1782,0,0,0
H1783,0,0,0
H1784,0,0,0
H1785,0,0,0
H1786,0,0,0
H1787,0,0,0
H1788,0,0,0
H1789,0,0,0
H1790,0,0,0
H1791,0,0,0
H1792,0,0,0
H1793,0,0,0
H1794,0,0,0
H1795,0,0,0
H1796,0,0,0
H1797,0,0,0
H1798,0,0,0
H1799,0,0,0
H1800,0,0,0
H1801,0,0,0
H1802,0,0,0
H1803,0,0,0
H1804,0,0,0
H1805,0,0,0
H1806,0,0,0
H1807,0,0,0
H1808,0,0,0
H1809,0,0,0
H1810,0,0,0
H1811,0,0,0
H1812,0,0,0
H1813,0,0,0
H1814,0,0,0
H1815,0,0,0
H1816,0,0,0
H1817,0,0,0
H1818,0,0,0
H1819,0,0,0
H1820,0,0,0
H1821,0,0,0
H1822,0,0,0
H1823,0,0,0
H1824,0,0,0
H1825,0,0,0
H1826,0,0,0
H1827,0,0,0
H1828,0,0,0
H1829,0,0,0
H1830,0,0,0
H1831,0,0,0
H1832,0,0,0
H1833,0,0,0
H1834,0,0,0
H1835,0,0,0
H1836,0,0,0
H1837,0,0,0
H1838,0,0,0
H1839,0,0,0
H1840,0,0,0
H1841,0,0,0
H1842,0,0,0
H1843,0,0,0
H1844,0,0,0
H1845,0,0,0
H1846,0,0,0
H1847,0,0,0
H1848,0,0,0
H1849,0,0,0
H1850,0,0,0
H1851,0,0,0
H1852,0,0,0
H1853,0,0,0
H1854,0,0,0
H1855,0,0,0
H1856,0,0,0
H1857,0,0,0
H1858,0,0,0
H1859,0,0,0
H1860,0,0,0
H1861,0,0,0
H1862,0,0,0
H1863,0,0,0
H1864,0,0,0
H1865,0,0,0
H1866,0,0,0
H1867,0,0,0
H1868,0,0,0
H1869,0,0,0
H1870,0,0,0
H1871,0,0,0
H1872,0,0,0
H1873,0,0,0
H1874,0,0,0
H1875,0,0,0
H1876,0,0,0
H1877,0,0,0
H1878,0,0,0
H1879,0,0,0
H1880,0,0,0
H1881,0,0,0
H1882,0,0,0
H1883,0,0,0
H1884,0,0,0
H1885,0,0,0
H1886,0,0,0
H1887,0,0,0
H1888,0,0,0
H1889,0,0,0
H1890,0,0,0
H1891,0,0,0
H1892,0,0,0
H1893,0,0,0
H1894,0,0,0
H1895,0,0,0
H1896,0,0,0
H1897,0,0,0
H1898,0,0,0
H1899,0,0,0
H1900,0,0,0
H1901,0,0,0
H1902,0,0,0
H1903,0,0,0
H1904,0,0,0
H1905,0,0,0
H1906,0,0,0
H1907,0,0,0
H1908,0,0,0
H1909,0,0,0
H1910,0,0,0
H1911,0,0,0
H1912,0,0,0
H1913,0,0,0
H1914,0,0,0
H1915,0,0,0
H1916,0,0,0
H1917,0,0,0
H1918,0,0,0
H1919,0,0,0
H1920,0,0,0
H1921,0,0,0
H1922,0,0,0
H1923,0,0,0
H1924,0,0,0
H1925,0,0,0
H1926,0,0,0
H1927,0,0,0
H1928,0,0,0
H1929,0,0,0
H1930,0,0,0
H1931,0,0,0
H1932,0,0,0
H1933,0,0,0
H1934,0,0,0
H1935,0,0,0
H1936,0,0,0
H1937,0,0,0
H1938,0,0,0
H1939,0,0,0
H1940,0,0,0
H1941,0,0,0
H1942,0,0,0
H1943,0,0,0
H1944,0,0,0
H1945,0,0,0
